,DAUID,PRNAME
19675,10030065,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19714,10030066,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19715,10030066,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19754,10030067,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19755,10030067,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19794,10030068,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19795,10030068,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19834,10030069,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19835,10030069,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19874,10030070,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19875,10030070,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19914,10030071,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19915,10030071,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19954,10030072,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19955,10030072,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19994,10030073,Newfoundland and Labrador / Terre-Neuve-et-Labrador
19995,10030073,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20074,10010810,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20075,10010810,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20114,10010811,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20115,10010811,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20194,10010813,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20195,10010813,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20234,10010814,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20235,10010814,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20434,10010821,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20435,10010821,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20554,10020088,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20555,10020088,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20594,10020089,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20595,10020089,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20634,10020090,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20635,10020090,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20674,10020091,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20675,10020091,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20714,10020092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20715,10020092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20754,10020093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20755,10020093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20794,10020094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20795,10020094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20834,10030059,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20835,10030059,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20914,10010825,Newfoundland and Labrador / Terre-Neuve-et-Labrador
20915,10010825,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21034,10020079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21035,10020079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21074,10020080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21075,10020080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21114,10020081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21115,10020081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21154,10020082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21155,10020082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21194,10020083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21195,10020083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21234,10020084,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21235,10020084,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21274,10020085,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21275,10020085,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21314,10020086,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21315,10020086,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21354,10020087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21355,10020087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21394,10010807,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21395,10010807,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21474,10010809,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21475,10010809,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21514,10020120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21515,10020120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21554,10020122,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21555,10020122,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21594,10020123,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21595,10020123,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21634,10020124,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21635,10020124,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21674,10020125,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21675,10020125,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21714,10020126,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21715,10020126,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21754,10030080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21755,10030080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21794,10030081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21795,10030081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21834,10030082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21835,10030082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21874,10030083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21875,10030083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21914,10030084,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21915,10030084,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21954,10030085,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21955,10030085,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21994,10020121,Newfoundland and Labrador / Terre-Neuve-et-Labrador
21995,10020121,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22034,10020114,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22035,10020114,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22074,10020115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22075,10020115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22114,10020118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22115,10020118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22154,10020119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22155,10020119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22194,10040110,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22195,10040110,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22234,10040111,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22235,10040111,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22274,10040112,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22275,10040112,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22314,10040113,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22315,10040113,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22354,10040114,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22355,10040114,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22394,10040115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22395,10040115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22434,10040116,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22435,10040116,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22474,10030093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22475,10030093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22634,10020136,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22635,10020136,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22674,10020137,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22675,10020137,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22714,10030056,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22715,10030056,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22754,10030057,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22755,10030057,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22794,10030058,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22795,10030058,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22874,10030087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22875,10030087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22914,10020127,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22915,10020127,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22954,10020128,Newfoundland and Labrador / Terre-Neuve-et-Labrador
22955,10020128,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23034,10020130,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23035,10020130,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23074,10020131,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23075,10020131,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23234,10030077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23235,10030077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23274,10030078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23275,10030078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23314,10030079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23315,10030079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23514,10040094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23515,10040094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23714,10030092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23715,10030092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23754,10040100,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23755,10040100,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23794,10040101,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23795,10040101,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23834,10040102,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23835,10040102,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23874,10040104,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23875,10040104,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23914,10050099,Newfoundland and Labrador / Terre-Neuve-et-Labrador
23915,10050099,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24394,10040105,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24395,10040105,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24434,10040106,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24435,10040106,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24474,10040107,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24475,10040107,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24514,10030094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24515,10030094,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24554,10030095,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24555,10030095,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24594,10030096,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24595,10030096,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24634,10030097,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24635,10030097,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24674,10030098,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24675,10030098,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24714,10040077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24715,10040077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24754,10040078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24755,10040078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24794,10040079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24795,10040079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24834,10040080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
24835,10040080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25114,10040087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25115,10040087,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25234,10040095,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25235,10040095,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25274,10040096,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25275,10040096,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25314,10040097,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25315,10040097,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25394,10040099,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25395,10040099,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25434,10040103,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25435,10040103,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25474,10040108,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25475,10040108,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25514,10040109,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25515,10040109,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25554,10050080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25555,10050080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25594,10050081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25595,10050081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25634,10050082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25635,10050082,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25674,10050083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25675,10050083,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25874,10050120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25875,10050120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25914,10040117,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25915,10040117,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25954,10050077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25955,10050077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25994,10050079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
25995,10050079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26034,10060077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26035,10060077,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26074,10060078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26075,10060078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26114,10050078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26115,10050078,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26154,10060079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26155,10060079,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26194,10060080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26195,10060080,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26274,10050131,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26275,10050131,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26394,10060081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26395,10060081,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26514,10050127,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26515,10050127,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26594,10050093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26595,10050093,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26794,10050098,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26795,10050098,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26874,10050089,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26875,10050089,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26914,10050090,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26915,10050090,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26954,10050091,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26955,10050091,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26994,10050092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
26995,10050092,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27074,10050113,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27075,10050113,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27154,10050115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27155,10050115,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27194,10040118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27195,10040118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27234,10040119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27235,10040119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27274,10040120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27275,10040120,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27314,10050076,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27315,10050076,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27354,10050116,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27355,10050116,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27394,10050117,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27395,10050117,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27434,10050118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27435,10050118,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27474,10050119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27475,10050119,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27514,10050121,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27515,10050121,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27554,10050123,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27555,10050123,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27594,10050124,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27595,10050124,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27714,10060063,Newfoundland and Labrador / Terre-Neuve-et-Labrador
27715,10060063,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28034,10060071,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28035,10060071,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28154,10060074,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28155,10060074,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28194,10060075,Newfoundland and Labrador / Terre-Neuve-et-Labrador
28195,10060075,Newfoundland and Labrador / Terre-Neuve-et-Labrador
